Horz_Mean,Horz_STD,Horz_RMS,Horz_Skewness,Horz_Kurtosis,Horz_Min,Horz_Max,Horz_Peak_to_Peak,Horz_Crest_Factor,Horz_Peak_Freq,Horz_Spectral_Centroid,Horz_Spectral_Bandwidth,Horz_Spectral_Flatness,Horz_psd_mean,Horz_psd_max,Horz_psd_std,V_Mean,V_STD,V_RMS,V_Skewness,V_Kurtosis,V_Min,V_Max,V_Peak_to_Peak,V_Crest_Factor,V_Peak_Freq,V_Spectral_Centroid,V_Spectral_Bandwidth,V_Spectral_Flatness,V_psd_mean,V_psd_max,V_psd_std,RUL
0.0068455250664023,0.041343302368191,0.0419062031702039,2.191051266752817,23.43374353536057,-0.0663333333333333,0.552,0.6183333333333334,13.17227422770865,60.0,3397.44422590914,3322.468385829631,0.6509972981873858,3.579895363479526e-08,3.224708277312881e-06,2.896217687719782e-07,-0.0008947279641631,0.0143162175004208,0.0143441493874405,-4.232974658428114,91.19097649365008,-0.313,0.0681428571428571,0.3811428571428571,4.750568005274782,60.0,4189.074479625235,3430.5430846765894,0.7520720374969825,6.220720160567858e-09,4.512858035167204e-07,4.2905159984871546e-08,28020.0
0.0078556890911827,0.0343972239339415,0.0352828692917547,1.0566411458588163,2.2414578801956875,-0.151,0.1922222222222222,0.3432222222222222,5.448032602811661,60.0,1874.9331996471587,2513.032579744609,0.3344782960192684,3.447543249905775e-08,2.840207526770725e-06,2.6037505836535085e-07,-0.0007988810852114,0.0124899561036933,0.012515478994449,-0.0663919926834765,8.569595022289887,-0.0951999999999999,0.135,0.2301999999999999,10.786642689414975,60.0,4925.094974695192,4227.947560814842,0.719270765852911,5.843712920430986e-09,4.235015837085749e-07,3.9964057766847946e-08,28010.0
0.0074391131006975,0.0287965548076657,0.0297419228113426,1.4349063560904387,3.3111330470048728,-0.1649999999999999,0.207,0.3719999999999999,6.959872813638546,60.0,3052.4221782443137,3450.148056692345,0.5652894158437028,1.4619080639848992e-08,1.0776021772995257e-06,9.831672245181165e-08,-0.0038339471808941,0.0225576318407591,0.0228811255240889,-15.257495714245383,371.6732056664258,-0.686,0.02383203125,0.70983203125,1.0415585205767044,60.0,4635.223350663967,3996.6326933377823,0.8313059238358206,4.338943204393869e-09,2.469168315972593e-07,2.541665967152233e-08,28000.0
-0.0030732845608124,0.0200444901810787,0.0202787244325447,-0.8623842211306127,7.418210097528091,-0.196,0.1097058823529411,0.3057058823529411,5.409900544675139,30.0,2575.891045157898,2847.868588053007,0.3945030271120496,1.30331780614375e-08,7.513369650581492e-07,7.432550511565904e-08,-0.0014115999729989,0.0128655060594938,0.0129427145781186,-1.8991156490472985,290.0235969183277,-0.3179999999999999,0.309,0.6269999999999999,23.8744351607974,60.0,6015.829165371365,3952.763577266059,0.9140271675959416,3.300522968268961e-09,1.569613562997164e-07,1.820432142968748e-08,27990.0
-0.0093005024392653,0.0457060080375771,0.0466426684094494,-1.7109168383496192,9.050504258669584,-0.527,0.1008333333333333,0.6278333333333334,2.161826001209341,60.0,3376.723422313156,3552.3738520914208,0.6520321256903894,4.1151708495780126e-08,3.5750254646513744e-06,3.234610913764374e-07,0.0118938842263506,0.0228178674204781,0.0257316838859867,2.814640181720866,46.29297445800856,-0.333,0.269,0.6020000000000001,10.45403795538213,0.0,4793.4840104713785,4108.826438092158,0.7772183914408631,7.613935717841075e-09,5.706449437133437e-07,5.35873298851709e-08,27980.0
-0.006477411673698,0.0567818263851604,0.0571500889730283,-1.5510850000846068,5.916632334303451,-0.483,0.0887812499999999,0.5717812499999999,1.5534752717865348,30.0,2640.6624915530665,3139.014594397682,0.5166188782575271,4.802982585862712e-08,4.354375409271898e-06,3.908193379075725e-07,-0.0063522958072031,0.0146943332037674,0.0160085942645053,0.9828619635566128,19.97052469881849,-0.143,0.20525,0.3482499999999999,12.821238180486915,60.0,4374.7957812378745,3648.407792540094,0.7546030233949446,5.839092221632581e-09,4.254166477985324e-07,4.035813089838816e-08,27970.0
0.016712742690221,0.05642046229671,0.0588437280770348,-5.07977964324986,68.28685242100843,-0.864,0.1214921875,0.9854921875,2.06465823071151,60.0,1725.590253077301,1937.7856475073,0.2339521747289992,4.6200291102627267e-08,3.936565761782773e-06,3.5824979204105495e-07,0.0005216588151235,0.0222742672972873,0.0222803750316371,-3.9863084612954287,139.59884174174735,-0.529,0.27575,0.8047500000000001,12.376362588531263,60.0,4960.637493735896,3772.8911952145145,0.8761856194034319,9.187221875166884e-09,6.618885510581656e-07,6.312977659622332e-08,27960.0
0.0028004498486515,0.0400699070815066,0.0401676483363836,3.23187020438427,34.28815557853754,-0.06695703125,0.553,0.61995703125,13.76729838323881,30.0,2341.003030394931,2583.876202067341,0.4284463999471028,2.6720874874548933e-08,2.2483568270485106e-06,2.03039043528388e-07,-0.0024847414049571,0.0192313061328066,0.0193911597235243,-2.933902472893744,22.83643214951824,-0.249,0.0576666666666666,0.3066666666666666,2.973863734241142,60.0,4105.00652176432,3641.926121900142,0.6871428904274383,6.827973822510633e-09,4.841107621027488e-07,4.5988940248400257e-08,27950.0
0.008245237111485,0.021832049901155,0.0233371450248554,0.5427382667643492,0.0759033097574803,-0.0885999999999999,0.1268888888888888,0.2154888888888887,5.437207025698493,30.0,2796.517944111431,3052.9410814445864,0.4913218653099688,1.0841805408921505e-08,7.245239091487622e-07,6.688885294580935e-08,0.0085171459129564,0.0171754143800128,0.0191712449681219,7.647099167945737,118.67937485179634,-0.077,0.3736666666666666,0.4506666666666666,19.490996400494648,0.0,3556.958572557717,3358.30908833085,0.6501729682657275,4.197159518986951e-09,2.557912648693082e-07,2.5470831704054384e-08,27940.0
-0.0041955684484693,0.0343382129027492,0.0345935783052336,-6.140361407239872,88.55525237344814,-0.6105,0.0548945312499999,0.6653945312499999,1.5868416607742193,30.0,3098.5270974283026,3119.5516278764985,0.5738445559083246,1.7519438609814445e-08,1.1803682092747723e-06,1.1233350596392255e-07,0.0040583308542129,0.0153721714253264,0.0158988585644341,3.4264815195435654,96.76584960816272,-0.155,0.343,0.498,21.57387579805851,30.0,5336.970572837342,4075.391585928112,0.8377196964409208,3.450950267795263e-09,1.7022973027827185e-07,1.9571704421453892e-08,27930.0
